refset;algorithm;variation;binary;expression;bp distance;ROC-AUC per chromosome;Recall snps;Recall entries;Recall genes;ROC-AUC overall (lco);ROC-AUC - mean per snpl (lco);Hits@1(lco);Hits@3(lco);Hits@5(lco);Hits@10(lco);Mean rank (lco);Median rank (lco)
DeRycke;DT;combo;normal;diff expression;50;;22;28;23;56,31868132;0,723214286;24;28;28;28;1,142857143;1
DeRycke;DT;combo;normal;diff expression;100;;29;36;29;42,26190476;0,469174504;19;36;36;36;1,472222222;1
DeRycke;DT;combo;normal;diff expression;500;0,529729726;76;116;72;60,74091333;0,54712285;50;116;116;116;1,568965517;2
DeRycke;DT;combo;normal;diff expression;1000;0,515372539;95;157;98;49,72504752;0,481967159;45;157;157;157;1,751592357;2
DeRycke;DT;combo;normal;diff expression;2000;0,4702839;106;175;109;59,84610812;0,492260857;50;175;175;175;1,805714286;2
DeRycke;DT;combo;normal;diff expression;depict;;42;46;44;66,32850242;0,693119496;37;46;46;46;1,195652174;1
DeRycke;DT;combo;normal;no expression;25;;15;19;16;62,75303644;0,803333333;18;19;19;19;1,052631579;1
DeRycke;DT;combo;normal;no expression;50;;22;28;23;62,36263736;0,703733766;22;28;28;28;1,214285714;1
DeRycke;DT;combo;normal;no expression;100;;29;36;29;55,95238095;0,533646813;22;36;36;36;1,388888889;1
DeRycke;DT;combo;normal;no expression;500;0,533675741;76;116;72;55,56900604;0,503824191;41;116;116;116;1,646551724;2
DeRycke;DT;combo;normal;no expression;1000;0,542913536;95;157;98;58,382299;0,513716447;53;157;157;157;1,694267516;2
DeRycke;DT;combo;normal;no expression;2000;0,476608305;106;175;109;54,19929407;0,488360287;29;175;175;175;1,931428571;2
DeRycke;DT;combo;normal;no expression;depict;;42;46;44;66,23188406;0,776215525;41;46;46;46;1,108695652;1
DeRycke;DT;combo;binary;diff expression;25;;15;19;16;66,59919028;0,814444444;18;19;19;19;1,052631579;1
DeRycke;DT;combo;binary;diff expression;50;;22;28;23;56,73076923;0,69724026;21;28;28;28;1,25;1
DeRycke;DT;combo;binary;diff expression;100;;29;36;29;49,00793651;0,559717868;25;36;36;36;1,305555556;1
DeRycke;DT;combo;binary;diff expression;500;0,504527836;76;116;72;53,98263706;0,463354181;41;116;116;116;1,646551724;2
DeRycke;DT;combo;binary;diff expression;1000;0,517139146;95;157;98;49,89512122;0,474291302;26;157;157;157;1,834394904;2
DeRycke;DT;combo;binary;diff expression;2000;0,46611798;106;175;109;58,54950771;0,491166245;30;175;175;175;1,977142857;2
DeRycke;DT;combo;binary;diff expression;depict;;42;46;44;64,22705314;0,680499525;32;46;46;46;1,304347826;1
DeRycke;DT;combo;binary;no expression;25;;15;19;16;47,1659919;0,734444444;15;19;19;19;1,210526316;1
DeRycke;DT;combo;binary;no expression;50;;22;28;23;60,57692308;0,692911255;21;28;28;28;1,25;1
DeRycke;DT;combo;binary;no expression;100;;29;36;29;48,41269841;0,507001045;20;36;36;36;1,444444444;1
DeRycke;DT;combo;binary;no expression;500;0,532012366;76;116;72;57,92272783;0,4824688;50;116;116;116;1,594827586;2
DeRycke;DT;combo;binary;no expression;1000;0,526826659;95;157;98;56,94701037;0,518157719;37;157;157;157;1,898089172;2
DeRycke;DT;combo;binary;no expression;2000;0,461503627;106;175;109;52,21207505;0,483100675;20;157;175;175;2,56;3
DeRycke;DT;combo;binary;no expression;depict;;42;46;44;65,79710145;0,768440516;36;46;46;46;1,217391304;1
DeRycke;DT;incoming;normal;diff expression;25;;13;16;13;61,93181818;0,784615385;14;16;16;16;1,125;1
DeRycke;DT;incoming;normal;diff expression;50;;19;24;19;55,87121212;0,657894737;17;24;24;24;1,291666667;1
DeRycke;DT;incoming;normal;diff expression;100;;26;32;25;50,70153061;0,525;22;32;32;32;1,3125;1
DeRycke;DT;incoming;normal;diff expression;500;0,519416519;70;106;65;58,56680008;0,497770106;46;106;106;106;1,566037736;2
DeRycke;DT;incoming;normal;diff expression;1000;0,518067128;89;144;88;57,66014739;0,53350698;52;144;144;144;1,638888889;2
DeRycke;DT;incoming;normal;diff expression;2000;0,412270667;99;160;97;51,29686026;0,46726745;26;160;160;160;1,84375;2
DeRycke;DT;incoming;normal;diff expression;depict;;40;44;42;69,9009324;0,756109023;35;44;44;44;1,204545455;1
DeRycke;DT;incoming;normal;no expression;25;;13;16;13;66,47727273;0,780769231;14;16;16;16;1,125;1
DeRycke;DT;incoming;normal;no expression;50;;19;24;19;62,5;0,723684211;18;24;24;24;1,25;1
DeRycke;DT;incoming;normal;no expression;100;;26;32;25;52,74234694;0,523076923;22;32;32;32;1,3125;1
DeRycke;DT;incoming;normal;no expression;500;0,506405294;70;106;65;52,87851561;0,458530494;37;106;106;106;1,650943396;2
DeRycke;DT;incoming;normal;no expression;1000;0,475268492;89;144;88;55,07723923;0,491621444;43;144;144;144;1,701388889;2
DeRycke;DT;incoming;normal;no expression;2000;0,43680226;99;160;97;56,49736718;0,507424871;46;160;160;160;1,7375;2
DeRycke;DT;incoming;normal;no expression;depict;;40;44;42;59,4988345;0,717230576;36;44;44;44;1,181818182;1
DeRycke;DT;incoming;binary;diff expression;25;;13;16;13;61,93181818;0,784615385;14;16;16;16;1,125;1
DeRycke;DT;incoming;binary;diff expression;50;;19;24;19;47,15909091;0,578947368;15;24;24;24;1,375;1
DeRycke;DT;incoming;binary;diff expression;100;;26;32;25;51,59438776;0,537179487;18;32;32;32;1,4375;1
DeRycke;DT;incoming;binary;diff expression;500;0,556758209;70;106;65;51,33069237;0,474904318;25;106;106;106;1,764150943;2
DeRycke;DT;incoming;binary;diff expression;1000;0,439104887;89;144;88;53,32695578;0,460016665;42;144;144;144;1,708333333;2
DeRycke;DT;incoming;binary;diff expression;2000;0,424087382;99;160;97;49,48316174;0,483489892;35;160;160;160;1,8;2
DeRycke;DT;incoming;binary;diff expression;depict;;40;44;42;63,78205128;0,690695489;33;44;44;44;1,25;1
DeRycke;DT;incoming;binary;no expression;25;;13;16;13;58,80681818;0,803846154;13;16;16;16;1,1875;1
DeRycke;DT;incoming;binary;no expression;50;;19;24;19;66,85606061;0,76754386;19;24;24;24;1,208333333;1
DeRycke;DT;incoming;binary;no expression;100;;26;32;25;56,28188776;0,568589744;21;32;32;32;1,34375;1
DeRycke;DT;incoming;binary;no expression;500;0,499457252;70;106;65;54,247325;0,456253059;34;106;106;106;1,698113208;2
DeRycke;DT;incoming;binary;no expression;1000;0,490358769;89;144;88;58,19338152;0,507604433;52;116;144;144;2,270833333;2
DeRycke;DT;incoming;binary;no expression;2000;0,415989681;99;160;97;57,8204574;0,471248502;18;92;157;160;2,96875;3
DeRycke;DT;incoming;binary;no expression;depict;;40;44;42;67,16200466;0,808897243;36;44;44;44;1,204545455;1
DeRycke;DT;outgoing;normal;diff expression;25;;13;17;15;67,05882353;0,858974359;16;17;17;17;1,058823529;1
DeRycke;DT;outgoing;normal;diff expression;50;;20;26;22;63,65384615;0,818333333;24;26;26;26;1,076923077;1
DeRycke;DT;outgoing;normal;diff expression;100;0,601338384;25;32;27;47,22222222;0,481666667;16;32;32;32;1,5;1,5
DeRycke;DT;outgoing;normal;diff expression;500;0,556583985;74;106;67;59,26950535;0,540590817;43;106;106;106;1,594339623;2
DeRycke;DT;outgoing;normal;diff expression;1000;0,516211198;93;147;93;51,45111179;0,453222322;30;147;147;147;1,802721088;2
DeRycke;DT;outgoing;normal;diff expression;2000;0,479543672;103;162;102;54,30672821;0,504960705;28;160;162;162;2,012345679;2
DeRycke;DT;outgoing;normal;diff expression;depict;;40;44;42;62,5575374;0,747003205;35;44;44;44;1,204545455;1
DeRycke;DT;outgoing;normal;no expression;25;;13;17;15;64,11764706;0,83974359;15;17;17;17;1,117647059;1
DeRycke;DT;outgoing;normal;no expression;50;;20;26;22;57,88461538;0,764166667;21;26;26;26;1,192307692;1
DeRycke;DT;outgoing;normal;no expression;100;0,662348485;25;32;27;58,15972222;0,5975;23;32;32;32;1,28125;1
DeRycke;DT;outgoing;normal;no expression;500;0,575023156;74;106;67;59,39826619;0,511804689;48;106;106;106;1,547169811;2
DeRycke;DT;outgoing;normal;no expression;1000;0,554376666;93;147;93;58,08061732;0,524662363;55;147;147;147;1,62585034;2
DeRycke;DT;outgoing;normal;no expression;2000;0,475916189;103;162;102;54,70561747;0,515348273;39;162;162;162;1,820987654;2
DeRycke;DT;outgoing;normal;no expression;depict;;40;44;42;63,31990794;0,74661859;34;44;44;44;1,227272727;1
DeRycke;DT;outgoing;binary;diff expression;25;;13;17;15;66,17647059;0,871794872;14;17;17;17;1,176470588;1
DeRycke;DT;outgoing;binary;diff expression;50;;20;26;22;59,80769231;0,785;22;26;26;26;1,153846154;1
DeRycke;DT;outgoing;binary;diff expression;100;0,595959596;25;32;27;50,40509259;0,484166667;21;32;32;32;1,34375;1
DeRycke;DT;outgoing;binary;diff expression;500;0,578305504;74;106;67;57,5063743;0,518961969;48;106;106;106;1,547169811;2
DeRycke;DT;outgoing;binary;diff expression;1000;0,526637917;93;147;93;56,21179815;0,495177915;42;147;147;147;1,761904762;2
DeRycke;DT;outgoing;binary;diff expression;2000;0,494918579;103;162;102;54,41545649;0,500632639;31;161;162;162;1,907407407;2
DeRycke;DT;outgoing;binary;diff expression;depict;;40;44;42;62,05408516;0,777708333;34;44;44;44;1,227272727;1
DeRycke;DT;outgoing;binary;no expression;25;;13;17;15;59,11764706;0,826923077;15;17;17;17;1,117647059;1
DeRycke;DT;outgoing;binary;no expression;50;;20;26;22;52,69230769;0,714166667;17;26;26;26;1,346153846;1
DeRycke;DT;outgoing;binary;no expression;100;0,544040404;25;32;27;50,17361111;0,539166667;21;32;32;32;1,375;1
DeRycke;DT;outgoing;binary;no expression;500;0,538619654;74;106;67;60,78977562;0,506274351;47;103;106;106;1,896226415;2
DeRycke;DT;outgoing;binary;no expression;1000;0,516874629;93;147;93;61,89684232;0,517540947;34;134;147;147;2,353741497;2
DeRycke;DT;outgoing;binary;no expression;2000;0,46235836;103;162;102;57,81764794;0,498761725;24;115;161;162;2,790123457;3
DeRycke;DT;outgoing;binary;no expression;depict;;40;44;42;67,23245109;0,773701923;38;44;44;44;1,136363636;1
DeRycke;KNN1;combo;normal;diff expression;25;;15;19;16;60,12145749;0,786666667;17;19;19;19;1,105263158;1
DeRycke;KNN1;combo;normal;diff expression;50;;22;28;23;62,36263736;0,739718615;22;28;28;28;1,214285714;1
DeRycke;KNN1;combo;normal;diff expression;100;;29;36;29;57,53968254;0,598902821;22;36;36;36;1,388888889;1
DeRycke;KNN1;combo;normal;diff expression;500;0,511219253;76;116;72;56,62861137;0,474122407;53;116;116;116;1,543103448;2
DeRycke;KNN1;combo;normal;diff expression;1000;0,507535158;95;157;98;56,03278087;0,48826019;45;157;157;157;1,713375796;2
DeRycke;KNN1;combo;normal;diff expression;2000;0,47436586;106;175;109;50,63867732;0,48241311;31;175;175;175;1,822857143;2
DeRycke;KNN1;combo;normal;diff expression;depict;;42;46;44;65,82125604;0,722766044;35;46;46;46;1,239130435;1
DeRycke;KNN1;combo;normal;no expression;25;;15;19;16;48,3805668;0,686666667;14;19;19;19;1,263157895;1
DeRycke;KNN1;combo;normal;no expression;50;;22;28;23;54,94505495;0,669642857;20;28;28;28;1,285714286;1
DeRycke;KNN1;combo;normal;no expression;100;;29;36;29;59,52380952;0,542842215;24;36;36;36;1,333333333;1
DeRycke;KNN1;combo;normal;no expression;500;0,536756199;76;116;72;59,36980834;0,492462489;49;116;116;116;1,577586207;2
DeRycke;KNN1;combo;normal;no expression;1000;0,500852074;95;157;98;55,06419448;0,490686068;45;157;157;157;1,713375796;2
DeRycke;KNN1;combo;normal;no expression;2000;0,483909685;106;175;109;53,93869589;0,494462477;39;175;175;175;1,777142857;2
DeRycke;KNN1;combo;normal;no expression;depict;;42;46;44;54,75845411;0,694332384;33;46;46;46;1,282608696;1
DeRycke;KNN1;combo;binary;diff expression;25;;15;19;16;67,81376518;0,857777778;17;19;19;19;1,105263158;1
DeRycke;KNN1;combo;binary;diff expression;50;;22;28;23;60,71428571;0,716991342;20;28;28;28;1,285714286;1
DeRycke;KNN1;combo;binary;diff expression;100;;29;36;29;53,96825397;0,601776385;24;36;36;36;1,333333333;1
DeRycke;KNN1;combo;binary;diff expression;500;0,525101866;76;116;72;53,47360104;0,474874665;42;116;116;116;1,637931034;2
DeRycke;KNN1;combo;binary;diff expression;1000;0,500914676;95;157;98;49,73305099;0,458653069;29;157;157;157;1,815286624;2
DeRycke;KNN1;combo;binary;diff expression;2000;0,463107135;106;175;109;52,50715215;0,484164962;42;175;175;175;1,76;2
DeRycke;KNN1;combo;binary;diff expression;depict;;42;46;44;63,647343;0,694240099;33;46;46;46;1,282608696;1
DeRycke;KNN1;combo;binary;no expression;25;;15;19;16;57,69230769;0,806666667;19;19;19;19;1;1
DeRycke;KNN1;combo;binary;no expression;50;;22;28;23;66,20879121;0,77245671;22;28;28;28;1,214285714;1
DeRycke;KNN1;combo;binary;no expression;100;;29;36;29;56,74603175;0,612277952;22;36;36;36;1,388888889;1
DeRycke;KNN1;combo;binary;no expression;500;0,617824295;76;116;72;64,26769723;0,574211755;59;116;116;116;1,49137931;1
DeRycke;KNN1;combo;binary;no expression;1000;0,51387549;95;157;98;56,99236336;0,539704458;55;157;157;157;1,649681529;2
DeRycke;KNN1;combo;binary;no expression;2000;0,471948176;106;175;109;55,40033439;0,505851455;60;175;175;175;1,657142857;2
DeRycke;KNN1;combo;binary;no expression;depict;;42;46;44;63,67149758;0,714107736;32;46;46;46;1,304347826;1
DeRycke;KNN1;incoming;normal;diff expression;25;;13;16;13;55,96590909;0,815384615;15;16;16;16;1,0625;1
DeRycke;KNN1;incoming;normal;diff expression;50;;19;24;19;58,14393939;0,728070175;17;24;24;24;1,291666667;1
DeRycke;KNN1;incoming;normal;diff expression;100;;26;32;25;55,26147959;0,534615385;21;32;32;32;1,34375;1
DeRycke;KNN1;incoming;normal;diff expression;500;0,541961255;70;106;65;57,59549675;0,513752241;47;106;106;106;1,556603774;2
DeRycke;KNN1;incoming;normal;diff expression;1000;0,471268054;89;144;88;55,99135488;0,498083107;64;144;144;144;1,555555556;2
DeRycke;KNN1;incoming;normal;diff expression;2000;0,438297677;99;160;97;55,58845489;0,495919427;46;160;160;160;1,7125;2
DeRycke;KNN1;incoming;normal;diff expression;depict;;40;44;42;62,004662;0,750924185;32;44;44;44;1,272727273;1
DeRycke;KNN1;incoming;normal;no expression;25;;13;16;13;60,51136364;0,784615385;15;16;16;16;1,0625;1
DeRycke;KNN1;incoming;normal;no expression;50;;19;24;19;50,9469697;0,653508772;19;24;24;24;1,208333333;1
DeRycke;KNN1;incoming;normal;no expression;100;;26;32;25;58,32270408;0,626282051;21;32;32;32;1,34375;1
DeRycke;KNN1;incoming;normal;no expression;500;0,564720311;70;106;65;61,65768194;0,531988455;55;106;106;106;1,481132075;1
DeRycke;KNN1;incoming;normal;no expression;1000;0,485147498;89;144;88;59,47774943;0,511728232;61;144;144;144;1,576388889;2
DeRycke;KNN1;incoming;normal;no expression;2000;0,456901595;99;160;97;54,99675809;0,505367281;43;160;160;160;1,73125;2
DeRycke;KNN1;incoming;normal;no expression;depict;;40;44;42;58,15850816;0,727647243;32;44;44;44;1,272727273;1
DeRycke;KNN1;incoming;binary;diff expression;25;;13;16;13;86,36363636;0,946153846;16;16;16;16;1;1
DeRycke;KNN1;incoming;binary;diff expression;50;;19;24;19;61,93181818;0,76754386;21;24;24;24;1,125;1
DeRycke;KNN1;incoming;binary;diff expression;100;;26;32;25;69,26020408;0,742307692;28;32;32;32;1,125;1
DeRycke;KNN1;incoming;binary;diff expression;500;0,545408151;70;106;65;51,3912712;0,43519641;34;106;106;106;1,679245283;2
DeRycke;KNN1;incoming;binary;diff expression;1000;0,460031359;89;144;88;56,82752268;0,480902875;53;144;144;144;1,631944444;2
DeRycke;KNN1;incoming;binary;diff expression;2000;0,44340029;99;160;97;56,06825684;0,504701951;50;160;160;160;1,6875;2
DeRycke;KNN1;incoming;binary;diff expression;depict;;40;44;42;59,93589744;0,741275063;33;44;44;44;1,25;1
DeRycke;KNN1;incoming;binary;no expression;25;;13;16;13;59,09090909;0,784615385;16;16;16;16;1;1
DeRycke;KNN1;incoming;binary;no expression;50;;19;24;19;59,84848485;0,736842105;20;24;24;24;1,166666667;1
DeRycke;KNN1;incoming;binary;no expression;100;;26;32;25;65,46556122;0,660897436;21;32;32;32;1,34375;1
DeRycke;KNN1;incoming;binary;no expression;500;0,542971931;70;106;65;52,83971793;0,470373279;36;106;106;106;1,660377358;2
DeRycke;KNN1;incoming;binary;no expression;1000;0,457948471;89;144;88;55,25439342;0,490747443;47;144;144;144;1,673611111;2
DeRycke;KNN1;incoming;binary;no expression;2000;0,431712925;99;160;97;54,4013282;0,484265818;42;160;160;160;1,7375;2
DeRycke;KNN1;incoming;binary;no expression;depict;;40;44;42;59,4988345;0,756923559;36;44;44;44;1,181818182;1
DeRycke;KNN1;outgoing;normal;diff expression;25;;13;17;15;66,17647059;0,878205128;14;17;17;17;1,176470588;1
DeRycke;KNN1;outgoing;normal;diff expression;50;;20;26;22;58,46153846;0,7725;20;26;26;26;1,230769231;1
DeRycke;KNN1;outgoing;normal;diff expression;100;0,613434343;25;32;27;63,0787037;0,625;22;32;32;32;1,3125;1
DeRycke;KNN1;outgoing;normal;diff expression;500;0,551681417;74;106;67;57,09969403;0,494417645;49;106;106;106;1,537735849;2
DeRycke;KNN1;outgoing;normal;diff expression;1000;0,535760308;93;147;93;58,51416387;0,513506549;69;147;147;147;1,530612245;2
DeRycke;KNN1;outgoing;normal;diff expression;2000;0,484711226;103;162;102;54,70974521;0,496943598;58;162;162;162;1,641975309;2
DeRycke;KNN1;outgoing;normal;diff expression;depict;;40;44;42;66,858458;0,780160256;36;44;44;44;1,181818182;1
DeRycke;KNN1;outgoing;normal;no expression;25;;13;17;15;64,11764706;0,858974359;15;17;17;17;1,117647059;1
DeRycke;KNN1;outgoing;normal;no expression;50;;20;26;22;54,03846154;0,730833333;19;26;26;26;1,269230769;1
DeRycke;KNN1;outgoing;normal;no expression;100;0,689267677;25;32;27;64,98842593;0,621666667;25;32;32;32;1,21875;1
DeRycke;KNN1;outgoing;normal;no expression;500;0,552432085;74;106;67;57,03722591;0,507064515;45;106;106;106;1,575471698;2
DeRycke;KNN1;outgoing;normal;no expression;1000;0,527200027;93;147;93;57,44278607;0,520556097;49;147;147;147;1,666666667;2
DeRycke;KNN1;outgoing;normal;no expression;2000;0,479614591;103;162;102;57,19745581;0,538012895;57;162;162;162;1,648148148;2
DeRycke;KNN1;outgoing;normal;no expression;depict;;40;44;42;66,72899885;0,766842949;37;44;44;44;1,159090909;1
DeRycke;KNN1;outgoing;binary;diff expression;25;;13;17;15;68,23529412;0,820512821;13;17;17;17;1,235294118;1
DeRycke;KNN1;outgoing;binary;diff expression;50;;20;26;22;57,30769231;0,71;22;26;26;26;1,153846154;1
DeRycke;KNN1;outgoing;binary;diff expression;100;0,620505051;25;32;27;59,66435185;0,5775;21;32;32;32;1,34375;1
DeRycke;KNN1;outgoing;binary;diff expression;500;0,562397609;74;106;67;54,40591535;0,498453603;42;106;106;106;1,603773585;2
DeRycke;KNN1;outgoing;binary;diff expression;1000;0,545929513;93;147;93;53,79084171;0,52199189;38;147;147;147;1,741496599;2
DeRycke;KNN1;outgoing;binary;diff expression;2000;0,484010214;103;162;102;55,57225412;0,539834887;41;162;162;162;1,74691358;2
DeRycke;KNN1;outgoing;binary;diff expression;depict;;40;44;42;65,98101266;0,707115385;33;44;44;44;1,25;1
DeRycke;KNN1;outgoing;binary;no expression;25;;13;17;15;61,17647059;0,83974359;14;17;17;17;1,176470588;1
DeRycke;KNN1;outgoing;binary;no expression;50;;20;26;22;62,88461538;0,760833333;21;26;26;26;1,192307692;1
DeRycke;KNN1;outgoing;binary;no expression;100;0,673636364;25;32;27;62,15277778;0,594166667;22;32;32;32;1,3125;1
DeRycke;KNN1;outgoing;binary;no expression;500;0,589948488;74;106;67;61,2863335;0,541728579;51;106;106;106;1,518867925;2
DeRycke;KNN1;outgoing;binary;no expression;1000;0,536506168;93;147;93;58,44430907;0,531019493;58;147;147;147;1,605442177;2
DeRycke;KNN1;outgoing;binary;no expression;2000;0,477416336;103;162;102;56,49949341;0,516105519;54;162;162;162;1,666666667;2
DeRycke;KNN1;outgoing;binary;no expression;depict;;40;44;42;65,34810127;0,728637821;33;44;44;44;1,25;1
DeRycke;KNN3;combo;normal;diff expression;25;;15;19;16;81,98380567;0,92;18;19;19;19;1,052631579;1
DeRycke;KNN3;combo;normal;diff expression;50;;22;28;23;58,24175824;0,739718615;19;28;28;28;1,321428571;1
DeRycke;KNN3;combo;normal;diff expression;100;;29;36;29;50,81569665;0,525653083;19;36;36;36;1,555555556;1
DeRycke;KNN3;combo;normal;diff expression;500;0,480271595;76;116;72;56,87325256;0,495651076;43;116;116;116;1,715517241;2
DeRycke;KNN3;combo;normal;diff expression;1000;0,446988065;95;157;98;49,03558209;0,466293082;29;157;157;157;2,133757962;2
